Assay Name	descriptors_name	label	CT-Tot	TP	FP	FN	TN	BA	OR	P-Val	Inv OR	Inv P-val
AEID:1384_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-187	bond:CX_halide_aromatic-X_halo_phenol_meta	16	3	13	11	1009	0.600782752	21.16783142	0.000993771	0.047241494	0.99996525
AEID:1384_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-188	bond:CX_halide_aromatic-X_halo_phenol_ortho	37	3	34	11	988	0.590508819	7.925133705	0.011641997	0.126180843	0.998930514
AEID:1384_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-44	bond:C(=O)O_carboxylicAcid_generic	117	5	112	9	910	0.623776913	4.513888836	0.014611696	0.221538454	0.997434258
AEID:1384_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-475	chain:aromaticAlkane_Ph-C1_acyclic_connect_H_gt_1	167	6	161	8	861	0.63551861	4.010869503	0.015619827	0.249322489	0.996848643
AEID:1384_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-71	bond:C=O_carbonyl_generic	547	12	535	2	487	0.666829765	5.46168232	0.010856116	0.183093771	0.998329818
AEID:1386_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-424	chain:alkaneBranch_neopentyl_C5	110	5	105	7	919	0.657063782	6.251700878	0.005309746	0.15995647	0.999319553
AEID:1386_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-632	ring:hetero_[5]_Z_1_2-Z	30	3	27	9	997	0.611816406	12.30864239	0.004046503	0.081243731	0.999758482
AEID:1386_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-647	ring:hetero_[5_6]_Z_generic	103	4	99	8	925	0.618326843	4.671717167	0.024370786	0.214054048	0.996037304
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-147	bond:CX_halide_alkyl-F_perfluoro_butyl	17	3	14	15	1004	0.576457083	14.34285736	0.002575963	0.069721118	0.999867618
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-148	bond:CX_halide_alkyl-F_perfluoro_ethyl	21	4	17	14	1001	0.602761388	16.8235302	0.000318634	0.059440561	0.999985039
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-149	bond:CX_halide_alkyl-F_perfluoro_hexyl	15	3	12	15	1006	0.577439427	16.76666641	0.001761796	0.059642147	0.999922395
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-151	bond:CX_halide_alkyl-F_tetrafluoro_(1_1_1_2-)	19	4	15	14	1003	0.603743732	19.10476112	0.00021093	0.05234297	0.999991298
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-152	bond:CX_halide_alkyl-F_trifluoro_(1_1_1-)	69	4	65	14	953	0.579185784	4.189011097	0.027081462	0.238719836	0.995081842
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-159	bond:CX_halide_alkyl-X_dihalo_(1_1-)	114	5	109	13	909	0.58535254	3.207480669	0.039142407	0.311771184	0.990466118
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-160	bond:CX_halide_alkyl-X_dihalo_(1_2-)	38	5	33	13	985	0.622680664	11.48018646	0.000307226	0.0871066	0.999978125
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-161	bond:CX_halide_alkyl-X_dihalo_(1_3)	35	4	31	14	987	0.595885158	9.096774101	0.002389822	0.109929077	0.999794781
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-168	bond:CX_halide_alkyl-X_tetrahalo_(1_1_2_2-)	22	4	18	14	1000	0.602270246	15.8730154	0.000385191	0.063000001	0.999980867
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-169	bond:CX_halide_alkyl-X_trihalo_(1_1_1-)	85	4	81	14	937	0.571327209	3.305114746	0.053079918	0.302561373	0.987950921
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-170	bond:CX_halide_alkyl-X_trihalo_(1_1_2-)	27	4	23	14	995	0.599814475	12.36024857	0.000874752	0.080904521	0.999944389
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-171	bond:CX_halide_alkyl-X_trihalo_(1_2_3-)	31	4	27	14	991	0.597849786	10.48677254	0.001500811	0.095358223	0.999887884
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-192	bond:CX_halide_generic-X_dihalo_(1_2-)	76	5	71	13	947	0.604016602	5.130010605	0.007489913	0.194931358	0.998830616
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-275	bond:S(=O)O_sulfonate	21	3	18	15	1000	0.574492455	11.11111069	0.004822318	0.090000004	0.999681354
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-276	bond:S(=O)O_sulfonicAcid_acyclic_(chain)	12	3	9	15	1009	0.578912914	22.42222214	0.000880313	0.044598613	0.999970913
AEID:1389_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-279	bond:S(=O)O_sulfonicAcid_generic	17	3	14	15	1004	0.576457083	14.34285736	0.002575963	0.069721118	0.999867618
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-141	bond:CX_halide_alkenyl-X_dihalo_(1_2-)	23	5	18	21	3463	0.593568385	45.80687714	4.58788E-07	0.021830782	1
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-142	bond:CX_halide_alkenyl-X_generic	62	5	57	21	3424	0.587966561	14.30242252	7.25196E-05	0.069918223	0.999995828
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-144	bond:CX_halide_alkyl-Cl_dichloro_(1_1-)	57	5	52	21	3429	0.588684738	15.70054913	4.81207E-05	0.063692041	0.999997497
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-158	bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptene	13	5	8	21	3473	0.595004737	103.3630981	1.84502E-08	0.009674633	1
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-159	bond:CX_halide_alkyl-X_dihalo_(1_1-)	182	6	176	20	3305	0.59010452	5.633522511	0.001733279	0.177508831	0.999743819
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-160	bond:CX_halide_alkyl-X_dihalo_(1_2-)	60	7	53	19	3428	0.627002656	23.82919502	1.53213E-07	0.041965328	1
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-161	bond:CX_halide_alkyl-X_dihalo_(1_3)	51	7	44	19	3437	0.628295362	28.7787075	4.79578E-08	0.03474791	1
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-164	bond:CX_halide_alkyl-X_generic	291	8	283	18	3198	0.613196909	5.022379398	0.000846339	0.199108824	0.999854743
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-166	bond:CX_halide_alkyl-X_secondary	27	3	24	23	3457	0.554244995	18.78804398	0.000940674	0.053225338	0.999962866
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-167	bond:CX_halide_alkyl-X_tertiary	29	5	24	21	3457	0.592706561	34.29563522	1.57113E-06	0.029158229	0.99999994
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-171	bond:CX_halide_alkyl-X_trihalo_(1_2_3-)	41	7	34	19	3447	0.629731715	37.35139465	9.77007E-09	0.026772764	1
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-181	bond:CX_halide_aromatic-X_dihalo_benzene_(1_3-)	166	4	162	22	3319	0.553653896	3.725028038	0.032042444	0.268454343	0.993453443
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-192	bond:CX_halide_generic-X_dihalo_(1_2-)	152	9	143	17	3338	0.652536869	12.35787773	7.08178E-07	0.080920048	0.99999994
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-424	chain:alkaneBranch_neopentyl_C5	332	9	323	17	3158	0.626682222	5.176106453	0.000398941	0.193195418	0.999932587
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-432	chain:alkaneCyclic_ethyl_C2_(connect_noZ)	480	13	467	13	3014	0.682921588	6.453961372	9.58964E-06	0.1549436	0.999998629
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-435	chain:alkaneCyclic_pentyl_C5	117	6	111	20	3370	0.599440932	9.108108521	0.000161605	0.109792285	0.999985039
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-436	chain:alkaneCyclic_hexyl_C6	212	5	207	21	3274	0.566421032	3.765815496	0.01784008	0.265546739	0.996232808
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-454	chain:alkeneCyclic_diene_cyclohexene	134	8	126	18	3355	0.63574791	11.83421516	3.22217E-06	0.084500745	0.999999762
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-456	chain:alkeneCyclic_ethene_C_(connect_noZ)	178	6	172	20	3309	0.590679049	5.771511555	0.001544785	0.173264831	0.999776959
AEID:138_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-457	chain:alkeneCyclic_ethene_generic	292	9	283	17	3198	0.632427692	5.982540131	0.000149203	0.167153075	0.999978125
AEID:1400_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-119	bond:COH_alcohol_alkene	28	3	25	67	3412	0.517791688	6.111044884	0.017458316	0.163638145	0.99792403
AEID:1400_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-121	bond:COH_alcohol_alkene_cyclic	27	3	24	67	3413	0.517937183	6.367537498	0.01581021	0.157046586	0.998193622
AEID:1400_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-182	bond:CX_halide_aromatic-X_dihalo_benzene_(1_4-)	54	4	50	66	3387	0.521297634	4.105454445	0.021747172	0.243578389	0.995937169
AEID:1400_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-539	group:carbohydrate_aldopentose	35	3	32	67	3405	0.516773343	4.764459133	0.031596977	0.209887415	0.995220542
AEID:1400_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-548	group:carbohydrate_ketohexose	32	3	29	67	3408	0.517209768	5.261966228	0.024979308	0.190043032	0.996566534
AEID:1401_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-192	bond:CX_halide_generic-X_dihalo_(1_2-)	152	3	149	15	3340	0.561980486	4.483221531	0.040373869	0.223053887	0.993550599
AEID:1401_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-432	chain:alkaneCyclic_ethyl_C2_(connect_noZ)	480	6	474	12	3015	0.598738909	3.180379629	0.027678225	0.314427853	0.992989719
AEID:1401_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-435	chain:alkaneCyclic_pentyl_C5	117	3	114	15	3375	0.566996276	5.921052456	0.020481696	0.168888882	0.997494221
AEID:1401_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-655	ring:hetero_[6]_N_pyridine	166	3	163	15	3326	0.559974194	4.080981731	0.050362334	0.245039091	0.991203785
AEID:1401_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-76	bond:CC(=O)C_ketone_alkane_cyclic	141	3	138	15	3351	0.56355691	4.856521606	0.03333446	0.205908686	0.995066404
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-104	bond:CN_amine_sec-NH_aromatic	89	4	85	24	3394	0.559212446	6.654901981	0.00498042	0.150265172	0.999417305
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-106	bond:CN_amine_sec-NH_generic	144	5	139	23	3340	0.569308698	5.223647118	0.004981388	0.191437125	0.999230742
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-107	bond:CN_amine_ter-N_aliphatic	240	5	235	23	3244	0.555511653	3.000925064	0.038685482	0.333230585	0.98987484
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-110	bond:CN_amine_ter-N_generic	241	5	236	23	3243	0.555367947	2.987288237	0.039286315	0.334751785	0.989673793
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-35	bond:C(=O)N_carboxamide_(NHR)	205	6	199	22	3280	0.578542709	4.495203495	0.00472209	0.222459346	0.99913162
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-36	bond:C(=O)N_carboxamide_(NR2)	131	4	127	24	3352	0.553176224	4.3989501	0.018981049	0.227326974	0.996687949
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-474	chain:aromaticAlkane_Ar-C-Ar	121	4	117	24	3362	0.554613411	4.789173603	0.014538182	0.20880428	0.99766171
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	111	4	107	24	3372	0.556050599	5.252336502	0.010826821	0.190391466	0.998406708
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-59	bond:C=N_imine_N(connect_noZ)	21	4	17	24	3462	0.568985343	33.94117737	1.77386E-05	0.029462738	0.999999583
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-701	ring:hetero_[7]_generic_1_4-Z	12	3	9	25	3470	0.552277982	46.26666641	9.56141E-05	0.021613833	0.99999845
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-704	ring:hetero_[7]_N_diazepine_(1_4-)	7	3	4	25	3475	0.552996576	104.25	1.56246E-05	0.009592326	0.999999881
AEID:1402_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-93	bond:CN_amine_alicyclic_generic	127	4	123	24	3356	0.553751051	4.54742527	0.017113302	0.219904646	0.997107267
AEID:1403_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-123	bond:COH_alcohol_aromatic	372	5	367	7	3128	0.655829728	6.087972164	0.005504609	0.164258316	0.999275327
AEID:1403_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-124	bond:COH_alcohol_aromatic_phenol	362	4	358	8	3137	0.615450621	4.381284714	0.028235482	0.228243545	0.995113432
AEID:1404_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-104	bond:CN_amine_sec-NH_aromatic	89	3	86	28	3390	0.536016583	4.22342205	0.042568088	0.236774832	0.992776573
AEID:1404_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-107	bond:CN_amine_ter-N_aliphatic	240	6	234	25	3242	0.563114822	3.325128317	0.016662149	0.300740272	0.995911121
AEID:1404_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-110	bond:CN_amine_ter-N_generic	241	6	235	25	3241	0.562970996	3.309957504	0.016980711	0.302118689	0.995814919
AEID:1404_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-123	bond:COH_alcohol_aromatic	372	8	364	23	3112	0.57667321	2.973721981	0.013077318	0.336278915	0.996287823
AEID:1404_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-664	ring:hetero_[6]_N_triazine_generic	74	3	71	28	3405	0.538174212	5.138329983	0.026551923	0.194615766	0.996266127
AEID:1404_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-677	ring:hetero_[6]_Z_1_3_5-	56	3	53	28	3423	0.540763378	6.919811249	0.012634529	0.144512609	0.998668075
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-107	bond:CN_amine_ter-N_aliphatic	240	4	236	15	3252	0.571432889	3.674576283	0.036669854	0.272140235	0.992438018
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-110	bond:CN_amine_ter-N_generic	241	4	237	15	3251	0.571289539	3.657946587	0.037158869	0.273377419	0.992304385
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-123	bond:COH_alcohol_aromatic	372	5	367	14	3121	0.578970015	3.037173986	0.043423038	0.329253435	0.98883462
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-124	bond:COH_alcohol_aromatic_phenol	362	5	357	14	3131	0.580403507	3.132252932	0.039210618	0.319259018	0.990202367
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-215	bond:NC=O_aminocarbonyl_generic	581	10	571	9	2917	0.681305826	5.67620182	0.000320012	0.176174149	0.999950409
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-35	bond:C(=O)N_carboxamide_(NHR)	205	4	201	15	3287	0.576450109	4.360862255	0.021958387	0.22931245	0.996149778
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-36	bond:C(=O)N_carboxamide_(NR2)	131	3	128	16	3360	0.560598731	4.921875	0.031855043	0.203174606	0.995343149
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-37	bond:C(=O)N_carboxamide_generic	577	10	567	9	2921	0.681879222	5.7240839	0.00030174	0.174700439	0.999953628
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-424	chain:alkaneBranch_neopentyl_C5	332	6	326	13	3162	0.61116308	4.476639748	0.006428874	0.223381832	0.998819172
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-474	chain:aromaticAlkane_Ar-C-Ar	121	6	115	13	3373	0.641409636	13.53712368	2.79826E-05	0.073870935	0.999998271
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-477	chain:aromaticAlkane_Ph-C1_acyclic_generic	1098	11	1087	8	2401	0.6336537	3.037143469	0.014582847	0.329256743	0.995895565
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	111	6	105	13	3383	0.642843127	14.87032986	1.70304E-05	0.067248002	0.999999046
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-488	chain:aromaticAlkene_Ph-C2_acyclic_generic	83	3	80	16	3408	0.567479491	7.987500191	0.009421548	0.125195622	0.99913758
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-647	ring:hetero_[5_6]_Z_generic	213	4	209	15	3279	0.575303316	4.183732033	0.024916163	0.239021048	0.995455444
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-652	ring:hetero_[6]_N_piperidine	61	3	58	16	3430	0.570633173	11.08836174	0.003979486	0.090184644	0.999735773
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-656	ring:hetero_[6]_N_pyridine_generic	246	5	241	14	3247	0.597031951	4.811796188	0.008389181	0.207822606	0.998603225
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-669	ring:hetero_[6]_Z_1-	339	6	333	13	3155	0.610159636	4.372834206	0.007122753	0.228684634	0.998662114
AEID:1405_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-76	bond:CC(=O)C_ketone_alkane_cyclic	141	3	138	16	3350	0.559165239	4.551630497	0.038448997	0.219701499	0.993943095
AEID:1406_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-465	chain:alkeneLinear_mono-ene_ehtylene_terminal	116	4	112	19	3372	0.570883036	6.338346004	0.006184082	0.157769874	0.999242067
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-118	bond:COH_alcohol_aliphatic_generic	476	7	469	7	3024	0.682865739	6.447761059	0.001177112	0.155092597	0.999845743
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-129	bond:COH_alcohol_generic	833	7	826	7	2667	0.631763518	3.228813648	0.029101344	0.309711277	0.992674947
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-130	bond:COH_alcohol_pri-alkyl	244	5	239	9	3254	0.644360125	7.563923836	0.001860566	0.132206514	0.999800742
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-131	bond:COH_alcohol_sec-alkyl	201	4	197	10	3296	0.614657879	6.692385674	0.006651233	0.14942354	0.999230087
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-436	chain:alkaneCyclic_hexyl_C6	212	3	209	11	3284	0.577225864	4.285341263	0.048330911	0.23335363	0.991966248
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-437	chain:alkaneLinear_ethyl_C2(H_gt_1)	1286	9	1277	5	2216	0.638634384	3.123570919	0.032977782	0.320146412	0.991311669
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-438	chain:alkaneLinear_ethyl_C2_(connect_noZ_CN=4)	1077	9	1068	5	2425	0.668551385	4.087078571	0.009670574	0.244673535	0.998007894
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-439	chain:alkaneLinear_propyl_C3	841	8	833	6	2660	0.666475832	4.257703304	0.007791065	0.234868422	0.99846524
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-440	chain:alkaneLinear_butyl_C4	514	6	508	8	2985	0.64156884	4.406988144	0.010147995	0.226912335	0.998123527
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-441	chain:alkaneLinear_hexyl_C6	268	4	264	10	3229	0.605067253	4.892424107	0.018085491	0.204397649	0.997171223
AEID:1409_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-442	chain:alkaneLinear_octyl_C8	185	4	181	10	3312	0.616948187	7.319336891	0.004942739	0.136624396	0.99947536
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-108	bond:CN_amine_ter-N_aromatic	90	8	82	103	3314	0.523963034	3.139000654	0.00699465	0.31857273	0.998099744
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-141	bond:CX_halide_alkenyl-X_dihalo_(1_2-)	23	3	20	108	3376	0.510568857	4.688889027	0.034477446	0.213270143	0.994713306
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-144	bond:CX_halide_alkyl-Cl_dichloro_(1_1-)	57	6	51	105	3345	0.519518197	3.747899055	0.008563917	0.266816139	0.998117685
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-147	bond:CX_halide_alkyl-F_perfluoro_butyl	18	3	15	108	3381	0.511305034	6.261111259	0.017805031	0.159716055	0.99793607
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-148	bond:CX_halide_alkyl-F_perfluoro_ethyl	22	3	19	108	3377	0.510716081	4.937134266	0.030669961	0.202546641	0.995525062
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-149	bond:CX_halide_alkyl-F_perfluoro_hexyl	15	3	12	108	3384	0.511746705	7.833333492	0.0106358	0.127659574	0.999009132
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-151	bond:CX_halide_alkyl-F_tetrafluoro_(1_1_1_2-)	21	3	18	108	3378	0.510863364	5.212963104	0.027097913	0.191829488	0.996248364
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-152	bond:CX_halide_alkyl-F_trifluoro_(1_1_1-)	104	9	95	102	3301	0.526553512	3.065944195	0.005108268	0.326163799	0.998559296
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-153	bond:CX_halide_alkyl-X_aromatic_alkane	15	3	12	108	3384	0.511746705	7.833333492	0.0106358	0.127659574	0.999009132
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-154	bond:CX_halide_alkyl-X_aromatic_generic	15	3	12	108	3384	0.511746705	7.833333492	0.0106358	0.127659574	0.999009132
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-155	bond:CX_halide_alkyl-X_benzyl_alkane	64	6	58	105	3338	0.518487573	3.288670063	0.014803618	0.304074287	0.996313274
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-158	bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptene	13	3	10	108	3386	0.512041211	9.405555725	0.007000635	0.106320143	0.999454856
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-159	bond:CX_halide_alkyl-X_dihalo_(1_1-)	182	16	166	95	3230	0.547631562	3.277108431	0.000150633	0.305147052	0.99995786
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-160	bond:CX_halide_alkyl-X_dihalo_(1_2-)	60	7	53	104	3343	0.523728251	4.245464325	0.002543132	0.235545486	0.999492526
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-161	bond:CX_halide_alkyl-X_dihalo_(1_3)	51	7	44	104	3352	0.525053322	5.127622604	0.000963759	0.195022166	0.999839902
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-163	bond:CX_halide_alkyl-X_ethyl_generic	82	8	74	103	3322	0.525140882	3.486748934	0.003965543	0.286800116	0.999025762
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-164	bond:CX_halide_alkyl-X_generic	291	24	267	87	3129	0.568797171	3.232855558	7.79446E-06	0.309324056	0.999997735
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-165	bond:CX_halide_alkyl-X_primary	82	8	74	103	3322	0.525140882	3.486748934	0.003965543	0.286800116	0.999025762
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-167	bond:CX_halide_alkyl-X_tertiary	29	4	25	107	3371	0.514337242	5.040747643	0.012258749	0.198383272	0.998122752
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-168	bond:CX_halide_alkyl-X_tetrahalo_(1_1_2_2-)	24	3	21	108	3375	0.510421634	4.464285851	0.038518284	0.224000007	0.993808389
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-169	bond:CX_halide_alkyl-X_trihalo_(1_1_1-)	130	11	119	100	3277	0.532028913	3.029159546	0.002375836	0.330124557	0.999306679
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-17	bond:C(~Z)~C~Q_a-halocarbonyl	57	5	52	106	3344	0.514866471	3.033381701	0.032892641	0.329665065	0.991436064
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-171	bond:CX_halide_alkyl-X_trihalo_(1_2_3-)	41	7	34	104	3362	0.526525617	6.65554285	0.000243007	0.150250703	0.999968708
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-174	bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_2-)	12	3	9	108	3387	0.512188435	10.45370388	0.005510902	0.095659874	0.999613225
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-348	bond:metal_metalloid_alkylSiloxane	41	5	36	106	3360	0.517222166	4.402515888	0.008763954	0.227142856	0.998401165
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-362	bond:metal_metalloid_oxy	47	5	42	106	3354	0.516338766	3.766846418	0.015443786	0.265474051	0.996727109
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-370	bond:metal_metalloid_Si_generic	46	5	41	106	3355	0.516485989	3.859871149	0.014149009	0.259075999	0.99707073
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-372	bond:metal_metalloid_Si_organo	43	5	38	106	3358	0.516927719	4.168321609	0.010708311	0.239904702	0.997940838
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-374	bond:metal_metalloid_Si_oxy	42	5	37	106	3359	0.517074943	4.282253742	0.009702599	0.233521879	0.998181999
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-4	atom:element_metal_metalloid	59	6	53	105	3343	0.51922375	3.604312658	0.010104515	0.277445406	0.997694373
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-474	chain:aromaticAlkane_Ar-C-Ar	121	17	104	94	3292	0.561264455	5.724631786	1.35589E-07	0.17468372	1
AEID:1412_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	111	17	94	94	3302	0.56273675	6.352874756	3.6359E-08	0.157409057	1
