Assay Name	descriptors_name	label	CT-Tot	TP	FP	FN	TN	BA	OR	P-Val	Inv OR	Inv P-val
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-107	bond:CN_amine_ter-N_aliphatic	240	8	232	36	3231	0.557412148	3.094827652	0.008794063	0.323119789	0.997585773
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-108	bond:CN_amine_ter-N_aromatic	90	4	86	40	3377	0.533037543	3.926744223	0.025191316	0.254663914	0.995091081
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-110	bond:CN_amine_ter-N_generic	241	8	233	36	3230	0.557267725	3.080591202	0.009010699	0.324613005	0.99751544
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-152	bond:CX_halide_alkyl-F_trifluoro_(1_1_1-)	104	4	100	40	3363	0.531016171	3.362999916	0.039962955	0.297353566	0.990978777
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-153	bond:CX_halide_alkyl-X_aromatic_alkane	15	4	11	40	3452	0.543866336	31.38181877	2.66244E-05	0.031865586	0.999999344
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-154	bond:CX_halide_alkyl-X_aromatic_generic	15	4	11	40	3452	0.543866336	31.38181877	2.66244E-05	0.031865586	0.999999344
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-155	bond:CX_halide_alkyl-X_benzyl_alkane	64	4	60	40	3403	0.536791563	5.671666622	0.00792596	0.17631501	0.998915732
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-156	bond:CX_halide_alkyl-X_benzyl_generic	10	3	7	41	3456	0.53308022	36.12543488	0.000208041	0.027681326	0.999995708
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-163	bond:CX_halide_alkyl-X_ethyl_generic	82	5	77	39	3386	0.545700669	5.637695789	0.00328259	0.177377433	0.999528348
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-164	bond:CX_halide_alkyl-X_generic	291	10	281	34	3182	0.573064625	3.330542088	0.002577946	0.300251424	0.999322653
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-165	bond:CX_halide_alkyl-X_primary	82	5	77	39	3386	0.545700669	5.637695789	0.00328259	0.177377433	0.999528348
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-303	bond:X[any_!C]_halide_inorganic	82	4	78	40	3385	0.534192622	4.339743614	0.01853567	0.230428368	0.996717393
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-474	chain:aromaticAlkane_Ar-C-Ar	121	8	113	36	3350	0.574593782	6.588004112	9.95189E-05	0.151791051	0.999986827
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	111	8	103	36	3360	0.576037586	7.249190807	5.36043E-05	0.137946427	0.999993563
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-488	chain:aromaticAlkene_Ph-C2_acyclic_generic	83	4	79	40	3384	0.534048259	4.28354454	0.01929896	0.23345153	0.996539295
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-59	bond:C=N_imine_N(connect_noZ)	21	3	18	41	3445	0.531491995	14.00406551	0.002093631	0.07140784	0.999889493
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-632	ring:hetero_[5]_Z_1_2-Z	64	3	61	41	3402	0.525283515	4.080767632	0.045162633	0.245051935	0.992074013
AEID:100_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-94	bond:CN_amine_aliphatic_generic	356	11	345	33	3118	0.575187683	3.012560368	0.003540801	0.331943542	0.998966336
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-108	bond:CN_amine_ter-N_aromatic	90	9	81	121	3296	0.522622466	3.026629925	0.005552362	0.330400497	0.998414814
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-109	bond:CN_amine_ter-N_aromatic_aliphatic	83	9	74	121	3303	0.523658931	3.3199687	0.003216042	0.301207662	0.999159634
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-117	bond:COC_ether_aromatic	71	8	63	122	3314	0.5214414	3.449388504	0.004276084	0.289906472	0.998938799
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-13	bond:C#N_nitrile_generic	111	11	100	119	3277	0.527501643	3.029159546	0.002375836	0.330124557	0.999306679
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-139	bond:CX_halide_alkenyl-X_acyclic_generic	29	4	25	126	3352	0.511683106	4.256507874	0.020861832	0.234934375	0.996242583
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-15	bond:C#N_nitrile	100	11	89	119	3288	0.52913034	3.414974928	0.001006753	0.292827904	0.999738216
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-152	bond:CX_halide_alkyl-F_trifluoro_(1_1_1-)	104	13	91	117	3286	0.536526501	4.012209892	9.37945E-05	0.249239191	0.999978781
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-160	bond:CX_halide_alkyl-X_dihalo_(1_2-)	60	6	54	124	3323	0.515081644	2.977598667	0.022444278	0.335841119	0.993860424
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-164	bond:CX_halide_alkyl-X_generic	291	28	263	102	3114	0.568752408	3.250279665	1.42052E-06	0.307665855	0.999999583
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-166	bond:CX_halide_alkyl-X_secondary	27	5	22	125	3355	0.515973449	6.099999905	0.002710704	0.163934425	0.999639869
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-169	bond:CX_halide_alkyl-X_trihalo_(1_1_1-)	130	14	116	116	3261	0.536671162	3.392835855	0.000255066	0.29473868	0.999931753
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-181	bond:CX_halide_aromatic-X_dihalo_benzene_(1_3-)	166	16	150	114	3227	0.53932941	3.01941514	0.000333846	0.33118996	0.999898911
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-183	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)	70	8	62	122	3315	0.521589458	3.506081343	0.003913842	0.285218716	0.999043822
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-187	bond:CX_halide_aromatic-X_halo_phenol_meta	34	6	28	124	3349	0.51893121	5.787442207	0.001321776	0.17278789	0.999809384
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-188	bond:CX_halide_aromatic-X_halo_phenol_ortho	96	11	85	119	3292	0.529722571	3.580029726	0.00071145	0.279327303	0.999823213
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-236	bond:P=O_phosphate_alkyl_ester	29	4	25	126	3352	0.511683106	4.256507874	0.020861832	0.234934375	0.996242583
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-237	bond:P=O_phosphate_dithio	21	4	17	126	3360	0.51286757	6.274509907	0.006605023	0.159374997	0.99918294
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-241	bond:P=O_phosphate	35	4	31	126	3346	0.510794759	3.426523209	0.038812909	0.291841	0.991400599
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-260	bond:P~S_generic	59	6	53	124	3324	0.515229702	3.034692526	0.02081381	0.329522669	0.994407833
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-276	bond:S(=O)O_sulfonicAcid_acyclic_(chain)	22	4	18	126	3359	0.512719512	5.924162388	0.007844747	0.168800235	0.998973727
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-424	chain:alkaneBranch_neopentyl_C5	332	36	296	94	3081	0.594635665	3.986342669	9.98016E-10	0.250856519	1
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-433	chain:alkaneCyclic_propyl_C3	35	8	27	122	3350	0.526771605	8.136004448	2.90736E-05	0.122910447	0.999996901
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-471	chain:alkyne_ethyne_generic	30	4	26	126	3351	0.511535048	4.091575146	0.023397947	0.244404659	0.995622933
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-474	chain:aromaticAlkane_Ar-C-Ar	121	13	108	117	3269	0.534009457	3.363168716	0.000438406	0.297338635	0.99988246
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	111	11	100	119	3277	0.527501643	3.029159546	0.002375836	0.330124557	0.999306679
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-553	group:ligand_path_4_bidentate_aminoacetaldehyde	39	4	35	126	3342	0.510202527	3.031292439	0.054490224	0.329892278	0.986445248
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-577	group:ligand_path_5-7_bidentate	37	4	33	126	3344	0.510498643	3.216931105	0.04627892	0.310855269	0.989115059
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-59	bond:C=N_imine_N(connect_noZ)	21	4	17	126	3360	0.51286757	6.274509907	0.006605023	0.159374997	0.99918294
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-611	ring:hetero_[5]_N_pyrazole	20	3	17	127	3360	0.509021461	4.668828011	0.035772707	0.214186504	0.994497418
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-612	ring:hetero_[5]_N_pyrrole	32	4	28	126	3349	0.511238933	3.797052145	0.029011508	0.263362199	0.994170666
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-617	ring:hetero_[5]_N_triazole_(1_2_4-)	36	5	31	125	3346	0.514640868	4.317419529	0.00969584	0.23161985	0.998198688
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-618	ring:hetero_[5]_N_triazole_(1_3_4-)	42	5	37	125	3340	0.51375252	3.610810757	0.018336492	0.276946098	0.995956063
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-631	ring:hetero_[5]_Z_1_2_4_1_3_4-Z	56	6	50	124	3327	0.515673876	3.219677448	0.016410112	0.310590118	0.995831728
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-648	ring:hetero_[5_7]_Z_generic	10	3	7	127	3370	0.51050204	11.37232876	0.0049332	0.087932743	0.999681652
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-657	ring:hetero_[6]_N_pyrimidine	55	6	49	124	3328	0.515821934	3.286372662	0.015098489	0.304286867	0.996238947
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-701	ring:hetero_[7]_generic_1_4-Z	12	3	9	127	3368	0.510205925	8.839895248	0.008565212	0.113123514	0.999291956
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-704	ring:hetero_[7]_N_diazepine_(1_4-)	7	3	4	127	3373	0.510946214	19.91929054	0.001561778	0.050202589	0.999942124
AEID:101_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-80	bond:CC(=O)C_ketone_alkene_cyclic_(C6)	39	4	35	126	3342	0.510202527	3.031292439	0.054490224	0.329892278	0.986445248
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-115	bond:COC_ether_aliphatic__aromatic	432	45	387	99	2976	0.598712087	3.495419264	6.73766E-10	0.286088705	1
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-117	bond:COC_ether_aromatic	71	8	63	136	3300	0.51841116	3.081232548	0.007902027	0.324545443	0.997815907
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-134	bond:CS_sulfide_dialkyl	71	9	62	135	3301	0.522032022	3.549462318	0.002184097	0.281732798	0.999464929
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-182	bond:CX_halide_aromatic-X_dihalo_benzene_(1_4-)	54	7	47	137	3316	0.517317772	3.604907513	0.005962213	0.277399629	0.998608172
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-183	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)	70	8	62	136	3301	0.518559813	3.131878614	0.007257753	0.319297194	0.99802494
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-184	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)_generic	23	5	18	139	3345	0.514684916	6.684652328	0.002012292	0.149596408	0.999755681
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-185	bond:CX_halide_aromatic-X_generic	507	47	460	97	2903	0.594803154	3.057843924	1.3008E-08	0.327027798	1
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-187	bond:CX_halide_aromatic-X_halo_phenol_meta	34	9	25	135	3338	0.527533054	8.901333809	5.63682E-06	0.112342723	0.999999464
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-188	bond:CX_halide_aromatic-X_halo_phenol_ortho	96	14	82	130	3281	0.53641963	4.309005737	2.69983E-05	0.2320721	0.999994278
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-189	bond:CX_halide_aromatic-X_halo_phenol_para	93	13	80	131	3283	0.533244729	4.072423458	8.36121E-05	0.245554015	0.999981403
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-32	bond:C(=O)N_carbamate_thio_generic	15	3	12	141	3351	0.508632541	5.94148922	0.021456292	0.168307975	0.997387648
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-324	bond:metal_group_III_other_generic	20	10	10	134	3353	0.533235431	25.02238846	1.29923E-09	0.03996421	1
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-326	bond:metal_group_III_other_generic_oxy	7	4	3	140	3360	0.513442874	32	8.66935E-05	0.03125	0.999997854
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-338	bond:metal_group_III_other_Sn_generic	13	10	3	134	3360	0.534276187	83.58209229	2.57759E-12	0.011964286	1
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-339	bond:metal_group_III_other_Sn_halide	8	5	3	139	3360	0.516915083	40.28776932	5.52448E-06	0.024821429	0.999999881
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-340	bond:metal_group_III_other_Sn_organo	13	10	3	134	3360	0.534276187	83.58209229	2.57759E-12	0.011964286	1
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-342	bond:metal_group_III_other_Sn_oxy	4	4	0	140	3363	0.513888896	100000000	2.73027E-06	0	1
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-42	bond:C(=O)O_carboxylicAcid_alkyl	198	29	169	115	3194	0.57556808	4.765937805	6.4894E-10	0.209822297	1
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-43	bond:C(=O)O_carboxylicAcid_aromatic	83	10	73	134	3290	0.523868799	3.363320351	0.001847651	0.297325224	0.999517441
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-433	chain:alkaneCyclic_propyl_C3	35	5	30	139	3333	0.512900829	3.996402979	0.013070296	0.250225037	0.997385681
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-44	bond:C(=O)O_carboxylicAcid_generic	313	41	272	103	3091	0.601921022	4.523522377	3.17709E-12	0.221066669	1
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-473	chain:aromaticAlkane_Ar-C_ortho	39	5	34	139	3329	0.512306094	3.522006035	0.020338224	0.28392911	0.995409012
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-5	atom:element_metal_poor_metal	20	10	10	134	3353	0.533235431	25.02238846	1.29923E-09	0.03996421	1
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-554	group:ligand_path_4_bidentate_aminoacetate	34	5	29	139	3334	0.513049483	4.135450363	0.011576585	0.241811633	0.997759342
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-611	ring:hetero_[5]_N_pyrazole	20	6	14	138	3349	0.51875186	10.40062141	0.000103919	0.096148103	0.999991596
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-632	ring:hetero_[5]_Z_1_2-Z	64	8	56	136	3307	0.519451857	3.473739386	0.004186649	0.287874192	0.998968303
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-657	ring:hetero_[6]_N_pyrimidine	55	8	47	136	3316	0.520789981	4.150187969	0.001573188	0.240952954	0.999673486
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-689	ring:hetero_[6_6]_O_benzopyran	45	5	40	139	3323	0.511414051	2.988309383	0.03550465	0.334637374	0.990633786
AEID:102_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-691	ring:hetero_[6_6]_O_benzopyrone_(1_4-)	14	3	11	141	3352	0.508781195	6.483559132	0.017687501	0.154236272	0.998021781
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-137	bond:CX_halide_alkenyl-Cl_dichloro_(1_1-)	10	6	4	878	2619	0.502631187	4.474373341	0.020388657	0.223494977	0.996359527
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-139	bond:CX_halide_alkenyl-X_acyclic_generic	29	16	13	868	2610	0.50657171	3.700815201	0.000519954	0.270210713	0.999872983
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-140	bond:CX_halide_alkenyl-X_dihalo_(1_1-)	11	7	4	877	2619	0.503196776	5.226054668	0.007845482	0.19134894	0.998762369
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-158	bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptene	13	9	4	875	2619	0.504328012	6.734571457	0.001032013	0.148487553	0.999868214
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-167	bond:CX_halide_alkyl-X_tertiary	29	16	13	868	2610	0.50657171	3.700815201	0.000519954	0.270210713	0.999872983
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-237	bond:P=O_phosphate_dithio	21	14	7	870	2616	0.506584227	6.013792992	7.11211E-05	0.166284397	0.999989331
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-32	bond:C(=O)N_carbamate_thio_generic	15	8	7	876	2616	0.503190517	3.412915945	0.017968325	0.293004572	0.995629311
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-424	chain:alkaneBranch_neopentyl_C5	332	163	169	721	2454	0.559979558	3.282768011	3.52E-23	0.304620981	1
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-433	chain:alkaneCyclic_propyl_C3	35	18	17	866	2606	0.506940424	3.186251879	0.000726873	0.313848376	0.999792516
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-452	chain:alkeneCyclic_diene_1_3-cyclohexadiene_C6	4	3	1	881	2622	0.501506209	8.928490639	0.05185096	0.112001017	0.995983422
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-460	chain:alkeneLinear_diene_1_3-butene	25	15	10	869	2613	0.506577969	4.510356903	0.000224239	0.221711949	0.999955118
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-474	chain:aromaticAlkane_Ar-C-Ar	121	66	55	818	2568	0.526846111	3.767237186	2.19811E-12	0.265446514	1
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	111	61	50	823	2573	0.524971187	3.814167738	1.02478E-11	0.262180388	1
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-490	chain:aromaticAlkene_Ph-C2	69	36	33	848	2590	0.514071465	3.331903934	1.12997E-06	0.300128698	0.999999702
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-570	group:ligand_path_5_bidentate_diformamide	14	7	7	877	2616	0.502624929	2.982896328	0.03960054	0.335244656	0.989283741
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-617	ring:hetero_[5]_N_triazole_(1_2_4-)	36	20	16	864	2607	0.508262277	3.771701336	9.15972E-05	0.265132338	0.999977648
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-618	ring:hetero_[5]_N_triazole_(1_3_4-)	42	23	19	861	2604	0.509387255	3.661103964	3.70586E-05	0.273141652	0.999990582
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-631	ring:hetero_[5]_Z_1_2_4_1_3_4-Z	56	28	28	856	2595	0.510499716	3.031542063	4.96644E-05	0.329865128	0.999984622
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-645	ring:hetero_[5_6]_O_benzodioxole_(1_3-)	16	8	8	876	2615	0.502999902	2.985159874	0.028154887	0.334990442	0.992218256
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-648	ring:hetero_[5_7]_Z_generic	10	8	2	876	2621	0.504143655	11.96803665	0.000433301	0.083555892	0.999969125
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-674	ring:hetero_[6]_Z_1_2_4-	9	5	4	879	2619	0.502065539	3.724402666	0.0503296	0.268499434	0.989660263
AEID:103_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-698	ring:hetero_[6_7]_N_benzodiazepine_(1_4-)	4	3	1	881	2622	0.501506209	8.928490639	0.05185096	0.112001017	0.995983422
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-104	bond:CN_amine_sec-NH_aromatic	89	5	84	65	3353	0.523494303	3.070512772	0.031208741	0.325678498	0.991964042
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-107	bond:CN_amine_ter-N_aliphatic	240	13	227	57	3210	0.559834182	3.225133419	0.000734686	0.310064703	0.999795139
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-108	bond:CN_amine_ter-N_aromatic	90	8	82	62	3355	0.545213878	5.279307842	0.000352892	0.189418778	0.999942005
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-109	bond:CN_amine_ter-N_aromatic_aliphatic	83	8	75	62	3362	0.546232164	5.784086227	0.000200722	0.17288816	0.99996984
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-110	bond:CN_amine_ter-N_generic	241	13	228	57	3209	0.559688687	3.20998764	0.000764367	0.311527669	0.9997859
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-117	bond:COC_ether_aromatic	71	4	67	66	3370	0.518824577	3.048394442	0.051989749	0.328041553	0.987116098
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-123	bond:COH_alcohol_aromatic	372	18	354	52	3083	0.577073038	3.014667511	0.000243746	0.331711531	0.999925673
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-183	bond:CX_halide_aromatic-X_ether_aromatic_(Ph-O-Ph)	70	4	66	66	3371	0.518970013	3.095500469	0.049786601	0.323049545	0.987838626
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-187	bond:CX_halide_aromatic-X_halo_phenol_meta	34	5	29	65	3408	0.531495512	9.039788246	0.00048682	0.110622063	0.999955952
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-188	bond:CX_halide_aromatic-X_halo_phenol_ortho	96	8	88	62	3349	0.544340968	4.91055727	0.000548708	0.203642875	0.999903202
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-189	bond:CX_halide_aromatic-X_halo_phenol_para	93	7	86	63	3351	0.537489116	4.329457283	0.002257005	0.230975822	0.999557972
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-206	bond:N=N_azo_aromatic	33	5	28	65	3409	0.531640947	9.365385056	0.000421709	0.106776178	0.999963105
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-208	bond:N=N_azo_generic	37	5	32	65	3405	0.531059086	8.185095787	0.000728016	0.122173272	0.999927342
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-303	bond:X[any_!C]_halide_inorganic	82	5	77	65	3360	0.524512649	3.356643438	0.022823	0.297916681	0.994598269
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-324	bond:metal_group_III_other_generic	20	4	16	66	3421	0.526243806	12.95833302	0.000554142	0.077170417	0.999966323
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-338	bond:metal_group_III_other_Sn_generic	13	4	9	66	3428	0.527262151	23.08417511	9.09016E-05	0.043319721	0.999996901
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-340	bond:metal_group_III_other_Sn_organo	13	4	9	66	3428	0.527262151	23.08417511	9.09016E-05	0.043319721	0.999996901
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-36	bond:C(=O)N_carboxamide_(NR2)	131	9	122	61	3315	0.546537697	4.009003162	0.001010502	0.249438584	0.99977988
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-474	chain:aromaticAlkane_Ar-C-Ar	121	11	110	59	3327	0.562569082	5.63898325	2.01521E-05	0.177336946	0.999996781
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-479	chain:aromaticAlkane_Ph-C1-Ph	111	11	100	59	3337	0.564023852	6.221525192	8.7497E-06	0.160732284	0.999998748
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-487	chain:aromaticAlkane_Ph-C1_cyclic	271	17	254	53	3183	0.584477723	4.019536495	1.40576E-05	0.2487849	0.999996781
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-488	chain:aromaticAlkene_Ph-C2_acyclic_generic	83	5	78	65	3359	0.524367154	3.312623262	0.023918556	0.301875561	0.994267642
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-490	chain:aromaticAlkene_Ph-C2	69	4	65	66	3372	0.519115508	3.144055843	0.047636591	0.318060488	0.98853296
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-5	atom:element_metal_poor_metal	20	4	16	66	3421	0.526243806	12.95833302	0.000554142	0.077170417	0.999966323
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-517	group:aminoAcid_aminoAcid_generic	57	6	51	64	3386	0.535437882	6.224264622	0.00082817	0.160661548	0.999888599
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-553	group:ligand_path_4_bidentate_aminoacetaldehyde	39	3	36	67	3401	0.516191423	4.230099678	0.041708842	0.236401051	0.992928326
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-577	group:ligand_path_5-7_bidentate	37	3	34	67	3403	0.516482413	4.481562614	0.03647057	0.223136455	0.994149208
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-586	ring:aromatic_benzene	1837	60	1777	10	1660	0.670061111	5.604952335	2.98252E-09	0.178413659	1
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-59	bond:C=N_imine_N(connect_noZ)	21	4	17	66	3420	0.526098371	12.19251347	0.00067428	0.082017541	0.999956429
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-592	ring:fused_[6_6]_naphthalene	84	6	78	64	3359	0.531510055	4.037259579	0.006077577	0.247692764	0.998755813
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-624	ring:hetero_[5]_O_dioxolane_(1_3-)	32	3	29	67	3408	0.517209768	5.261966228	0.024979308	0.190043032	0.996566534
AEID:104_invitrodb_v3_1_burst_hitc_MC_20190520	Txp-647	ring:hetero_[5_6]_Z_generic	213	13	200	57	3237	0.563762009	3.691315889	0.000228646	0.270906121	0.999944031
